,TEMP,DEWP,SLP,VISIB,WDSP,MXSPD,MAX,MIN,Label_Rain
16162,72.6,61.2,1009.1,13.3,4.1,10.1,82.9,64.9,0
16163,72.3,58.7,1011.7,12.1,3.2,12.0,84.9,59.0,0
16164,75.7,63.5,1010.6,12.9,4.1,10.1,88.0,62.1,0
16165,76.8,65.7,1010.0,12.4,5.7,12.0,86.0,70.0,1
16166,75.0,63.8,1010.5,13.4,4.8,8.0,84.0,66.0,1
16167,74.1,62.7,1009.4,13.2,1.9,6.0,84.9,64.9,1
16168,72.2,63.3,1007.3,12.0,2.5,6.0,82.0,66.9,1
16169,68.9,62.6,1012.4,11.3,1.5,6.0,75.0,63.0,1
16170,68.7,60.7,1011.2,10.0,3.9,14.0,86.0,57.0,1
16171,74.9,61.8,1009.4,11.7,3.7,11.1,89.1,59.0,0
16172,80.5,68.8,1011.9,13.8,6.3,12.0,90.0,72.0,0
16173,78.9,70.1,1015.8,12.3,6.4,12.0,88.0,73.9,1
16174,79.2,70.8,1015.5,10.2,5.2,10.1,89.1,73.0,0
16175,79.3,68.9,1012.7,11.6,3.8,18.1,88.0,70.0,1
16176,82.5,71.9,1011.3,10.6,4.8,12.0,93.0,73.9,0
16177,86.2,67.9,1010.0,14.4,7.6,14.0,96.1,77.0,0
16178,84.0,68.9,1012.3,14.9,5.4,10.1,93.9,73.0,0
16179,77.4,70.8,1013.9,10.3,3.0,8.9,89.1,68.0,1
16180,78.3,68.5,1016.9,11.4,1.6,6.0,87.1,71.1,0
16181,79.9,69.1,1017.5,10.4,3.1,8.9,91.0,69.1,0
16182,81.3,67.1,1015.7,12.7,2.4,6.0,93.0,71.1,0
16183,79.0,65.2,1016.1,13.0,4.5,10.1,91.0,70.0,1
16184,72.5,57.2,1017.3,13.3,2.8,6.0,81.0,63.0,0
16185,73.5,59.5,1016.1,13.4,3.8,11.1,84.9,62.1,0
16186,76.0,61.9,1013.1,13.3,6.2,15.9,88.0,66.0,0
16187,78.4,67.1,1009.6,12.3,8.4,12.0,84.9,73.0,1
16188,78.5,68.9,1011.6,11.0,4.6,11.1,88.0,66.9,1
16189,76.4,66.1,1018.7,11.6,4.6,7.0,87.1,69.1,1
16190,70.1,57.9,1023.2,11.7,1.4,5.1,80.1,60.1,0
16191,72.5,58.8,1021.4,13.4,3.2,10.1,82.0,64.0,0
16192,72.1,63.7,1020.6,9.5,3.5,8.0,82.0,64.0,0
16193,72.8,61.7,1020.0,12.0,2.3,8.0,82.9,63.0,0
16194,74.4,62.5,1020.0,12.3,3.4,10.1,84.9,63.0,0
16195,76.8,65.9,1019.5,10.5,6.0,15.0,86.0,68.0,0
16196,75.1,67.1,1019.3,9.2,4.7,10.1,84.9,69.1,1
16197,71.2,64.9,1024.3,8.7,3.6,8.0,75.9,64.9,1
16198,67.3,56.0,1025.1,12.8,2.7,7.0,75.9,57.9,0
16199,62.2,55.0,1017.9,9.9,6.0,12.0,73.9,57.9,1
16200,65.4,58.4,1017.3,8.1,3.9,8.9,73.0,60.1,1
16201,66.8,56.7,1017.8,10.6,3.6,12.0,75.9,57.9,0
16202,68.9,59.7,1015.8,10.0,6.0,11.1,80.1,60.1,0
16203,73.3,63.9,1012.8,9.8,3.2,8.9,87.1,64.0,0
16204,77.1,66.5,1010.8,9.5,2.6,8.9,91.0,64.0,0
16205,78.2,64.2,1009.0,11.8,4.9,10.1,89.1,69.1,1
16206,77.2,64.7,1012.1,11.8,1.0,4.1,88.0,64.9,0
16207,78.3,66.9,1015.5,11.8,3.0,10.1,90.0,66.9,0
16208,77.7,65.3,1014.1,12.9,4.8,12.0,89.1,66.0,0
16209,78.5,65.7,1009.4,13.9,6.4,12.0,87.1,68.0,0
16210,77.0,66.4,1003.1,13.5,6.4,10.1,87.1,70.0,0
16211,80.6,69.0,998.7,12.5,6.0,15.9,93.9,71.1,1
16212,63.5,47.4,1011.6,13.0,9.0,14.0,86.0,54.0,1
16213,57.6,51.5,1018.4,8.7,2.8,8.9,63.0,53.1,1
16214,61.8,54.7,1018.1,8.9,3.1,10.1,73.9,51.1,1
16215,67.9,57.2,1013.7,14.0,5.0,14.0,87.1,55.0,0
16216,74.9,63.3,1014.3,14.1,7.0,12.0,82.9,66.9,1
16217,76.5,67.6,1015.6,12.0,5.4,13.0,88.0,69.1,0
16218,77.8,69.5,1015.5,9.9,5.1,11.1,88.0,69.1,0
16219,78.5,67.8,1012.2,10.7,9.2,15.9,87.1,70.0,0
16220,64.0,57.3,1014.1,11.2,6.1,12.0,82.0,55.9,1
16221,60.4,57.6,1013.0,8.6,2.5,7.0,64.9,55.9,1
16222,57.4,51.3,1010.1,11.8,10.3,15.9,66.9,50.0,1
16223,49.4,38.1,1018.6,13.5,8.9,14.0,57.9,43.0,0
16224,53.0,38.6,1025.2,13.5,4.2,10.1,69.1,39.9,0
16225,56.9,43.7,1024.8,14.2,4.0,14.0,70.0,45.0,0
16226,62.0,49.9,1021.9,14.3,7.3,15.0,78.1,51.1,0
16227,66.0,53.3,1018.1,13.7,7.8,14.0,77.0,55.0,0
16228,65.2,52.7,1012.7,13.2,8.4,17.1,78.1,55.0,0
16229,64.6,55.8,1006.4,9.5,9.7,14.0,72.0,60.1,1
16230,66.0,56.9,1001.7,11.8,5.7,15.0,80.1,55.0,1
16231,59.7,52.2,1009.7,13.2,7.5,12.0,75.0,54.0,1
16232,49.5,44.0,1017.7,7.2,6.2,12.0,55.9,46.9,1
16233,49.2,41.3,1020.3,10.7,5.4,10.1,57.0,45.0,1
16234,53.3,43.1,1023.2,12.1,3.6,7.0,64.0,42.1,0
16235,56.3,46.1,1016.7,13.3,5.5,15.0,71.1,44.1,0
16236,58.5,46.4,1020.0,14.0,7.0,12.0,66.9,54.0,0
16237,48.4,34.3,1028.9,12.5,4.7,12.0,63.0,37.0,0
16238,58.6,48.3,1012.4,9.6,9.3,17.1,69.1,50.0,1
16239,52.6,47.8,1009.3,7.0,10.0,17.1,69.1,42.1,1
16240,41.8,32.5,1025.3,11.7,1.2,8.0,54.0,33.1,0
16241,49.2,36.0,1028.2,12.5,1.0,7.0,66.9,37.9,0
16242,54.7,38.5,1021.2,13.5,1.6,8.0,70.0,42.1,0
16243,57.0,42.0,1016.4,11.4,3.4,12.0,78.1,43.0,0
16244,62.4,46.2,1011.4,13.0,1.1,5.1,82.0,48.9,0
16245,64.2,47.1,1011.2,14.8,6.2,17.1,77.0,50.0,0
16246,64.4,48.8,1008.4,13.4,10.8,15.9,75.9,54.0,0
16247,64.1,54.7,1009.8,11.7,6.4,10.1,72.0,59.0,0
16248,50.7,44.1,1017.5,10.0,5.2,8.9,57.9,46.9,1
16249,66.3,61.6,1010.3,7.1,9.1,19.0,75.0,55.9,1
16250,62.6,47.7,1008.9,13.3,9.2,14.0,75.9,54.0,1
16251,60.7,51.6,1017.1,11.6,2.0,10.1,69.1,53.1,0
16252,56.1,45.5,1022.0,10.6,6.2,10.1,66.0,46.9,0
16253,52.6,40.2,1031.0,12.0,2.3,6.0,60.1,46.0,0
16254,55.6,42.1,1029.0,11.9,2.1,8.0,75.0,43.0,0
16255,61.8,46.0,1018.8,14.3,2.7,12.0,80.1,48.0,0
16256,64.5,46.5,1008.1,13.3,4.8,15.0,82.9,48.9,0
16257,53.0,38.8,1012.8,13.2,6.7,10.1,75.9,45.0,1
16258,42.7,31.8,1022.3,12.6,3.4,8.9,53.1,34.0,0
16259,43.3,28.4,1022.2,11.4,1.3,4.1,60.1,28.9,0
16260,51.6,30.9,1020.4,13.3,3.1,10.1,68.0,41.0,0
16261,57.8,44.3,1012.0,12.6,8.3,18.1,73.9,48.9,0
16262,50.6,34.0,1014.3,12.2,6.0,18.1,63.0,36.0,1
16263,51.2,36.2,1012.5,14.3,4.1,10.1,62.1,43.0,0
16264,48.1,29.7,1021.7,12.9,8.5,15.0,55.9,37.9,0
16265,44.3,24.6,1029.9,13.9,3.3,12.0,63.0,28.9,0
16266,53.6,32.9,1014.9,12.2,13.1,20.0,61.0,46.9,0
16267,57.9,47.6,1003.5,10.3,8.5,14.0,68.0,50.0,0
16268,64.7,57.3,1004.8,8.4,9.4,14.0,69.1,55.9,1
16269,49.7,44.8,1019.6,6.1,5.4,8.9,57.0,45.0,1
16270,49.4,41.5,1018.2,10.4,2.8,8.9,61.0,42.1,0
16271,55.5,50.3,1005.6,8.5,4.4,11.1,64.9,50.0,1
16272,58.9,51.8,989.2,10.0,12.6,21.0,66.9,28.9,1
16273,30.5,14.8,1011.4,12.6,8.9,18.1,44.1,23.0,1
16274,39.3,24.3,1015.8,13.3,9.3,18.1,48.9,33.1,0
16275,29.2,17.7,1031.9,13.3,7.7,15.0,35.1,23.0,0
16276,33.1,17.9,1035.5,13.0,5.6,10.1,43.0,23.0,0
16277,39.5,23.5,1027.8,12.9,7.6,14.0,50.0,33.1,0
16278,32.3,17.7,1031.5,12.8,4.0,8.0,45.0,21.9,0
16279,40.6,25.5,1018.2,12.8,1.3,4.1,59.0,30.0,0
16280,44.6,32.9,1013.2,11.7,1.6,6.0,63.0,32.0,0
16281,49.7,40.6,1008.8,11.5,4.4,13.0,61.0,41.0,0
16282,51.2,39.7,1009.1,11.5,6.8,13.0,57.9,41.0,0
16283,39.9,28.3,1025.1,12.0,10.8,18.1,52.0,35.1,1
16284,31.2,23.3,1029.7,9.8,2.6,7.0,46.0,19.0,0
16285,35.3,31.9,1020.0,6.2,3.6,10.1,39.9,30.0,1
16286,34.5,32.5,1017.4,8.3,14.6,22.0,39.9,30.9,1
16287,25.5,19.8,1029.0,12.9,3.0,6.0,34.0,18.0,0
16288,25.3,20.0,1026.8,10.2,2.2,5.1,30.9,19.9,0
16289,28.4,22.2,1022.3,9.7,2.1,10.1,32.0,25.0,0
16290,31.5,25.1,1024.0,10.7,3.8,6.0,35.1,25.0,0
16291,37.5,33.9,1017.4,6.2,8.4,14.0,43.0,34.0,1
16292,39.9,36.5,1007.6,5.9,7.2,12.0,44.1,37.0,1
16293,35.7,28.5,1009.2,10.2,3.4,13.0,51.1,27.0,0
16294,39.9,31.7,1018.2,13.9,5.2,14.0,55.9,30.9,0
16295,46.2,38.2,1014.8,13.2,3.7,6.0,57.9,39.0,0
16296,40.4,36.8,1017.5,7.5,5.1,12.0,50.0,35.1,0
16297,32.9,25.0,1032.2,9.3,6.6,10.1,35.1,32.0,1
16298,28.4,22.6,1031.1,9.0,3.0,7.0,36.0,21.9,0
16299,35.6,31.2,1024.2,8.0,5.4,12.0,44.1,30.9,0
16300,38.3,34.1,1019.2,6.2,7.4,10.1,41.0,36.0,1
16301,40.1,36.1,1015.9,7.7,4.0,8.0,48.0,34.0,0
16302,38.1,36.5,1019.7,1.6,2.4,7.0,42.1,34.0,0
16303,44.3,42.5,1013.0,1.9,6.1,10.1,57.0,37.9,1
16304,45.5,35.9,1008.8,12.2,8.2,15.9,57.9,35.1,0
16305,33.1,19.6,1018.6,13.3,4.2,12.0,52.0,19.0,0
16306,40.2,26.8,1013.5,13.0,7.2,17.1,48.0,33.1,0
16307,28.8,13.5,1026.5,12.9,4.0,10.1,37.9,19.0,0
16308,30.2,18.1,1021.6,10.3,5.9,14.0,37.0,25.0,1
16309,26.8,23.2,1014.1,4.4,7.5,19.0,30.0,14.0,1
16310,7.0,-0.9,1025.3,9.0,10.0,13.0,12.0,1.9,1
16311,6.3,0.0,1029.0,3.7,7.2,10.1,7.0,5.0,1
16312,4.9,-2.3,1018.5,8.5,9.9,14.0,8.1,-0.9,1
16313,-1.7,-11.1,1025.7,13.3,3.5,12.0,16.0,-13.0,0
16314,7.5,-0.4,1024.6,10.4,3.6,10.1,14.0,-0.9,0
16315,4.7,-1.6,1035.6,12.1,3.3,7.0,12.9,0.0,0
16316,15.5,11.4,1022.1,7.0,1.2,6.0,26.1,7.0,1
16317,24.0,21.7,1009.3,2.1,1.5,6.0,28.9,17.1,1
16318,24.3,22.4,1007.0,0.7,5.3,10.1,28.0,18.0,0
16319,17.3,12.3,1015.9,5.5,7.3,12.0,28.0,7.0,1
16320,1.2,-4.2,1025.5,9.3,3.7,10.1,17.1,-9.0,0
16321,10.6,6.5,1020.0,7.6,2.6,7.0,19.9,3.0,0
16322,21.2,17.9,1014.4,2.8,6.2,14.0,32.0,12.9,1
16323,14.3,8.3,1021.2,6.8,7.6,15.9,18.0,10.9,1
16324,18.0,13.0,1028.3,7.4,4.3,8.0,19.9,16.0,1
16325,17.9,13.9,1018.1,7.6,4.7,8.9,33.1,9.0,0
16326,29.5,22.1,1013.7,11.5,3.4,7.0,35.1,25.0,0
16327,15.9,10.1,1020.3,13.4,3.3,10.1,28.9,6.1,1
16328,10.2,1.0,1022.1,11.6,7.1,14.0,19.0,0.0,1
16329,7.7,1.0,1020.4,13.5,4.6,8.9,14.0,1.0,0
16330,6.1,0.6,1019.5,11.5,3.4,12.0,21.9,-6.0,1
16331,25.7,19.5,1024.5,11.8,8.3,13.0,28.0,21.0,1
16332,5.6,-7.2,1030.6,13.9,2.4,8.0,16.2,-1.8,0
16333,16.2,4.1,1026.5,10.0,4.7,9.9,21.2,14.2,1
16334,23.4,18.8,1017.3,5.8,5.1,9.9,27.1,17.2,0
16335,23.3,19.4,1014.0,2.2,10.6,17.9,26.2,20.1,1
16336,14.2,8.1,1024.0,5.4,7.5,15.9,19.2,8.2,1
16337,14.0,7.9,1019.7,9.9,5.1,14.0,26.2,6.3,0
16338,14.1,7.5,1016.4,18.0,5.9,14.0,23.2,5.2,0
16339,12.9,2.9,1019.1,12.6,13.8,24.9,29.1,1.2,0
16340,-4.7,-19.3,1026.7,15.9,7.1,11.8,2.1,-10.8,0
16341,-0.9,-15.3,1020.9,19.7,12.7,28.0,5.2,-4.9,0
16342,1.8,-8.1,1027.5,19.9,3.3,8.9,22.1,-7.8,0
16343,8.2,-1.8,1030.9,19.1,5.9,15.9,19.2,-2.7,0
16344,25.9,21.4,1016.1,7.0,9.4,17.9,35.1,14.2,1
16345,23.1,17.3,1016.9,7.4,6.3,14.0,34.0,16.2,0
16346,13.2,3.9,1020.9,10.4,12.0,17.9,33.1,3.2,1
16347,-5.5,-19.5,1033.7,19.9,9.6,15.9,6.3,-15.9,0
16348,0.2,-9.7,1026.4,14.2,4.6,14.0,9.1,-8.9,1
16349,5.4,-4.0,1030.8,7.9,14.2,22.0,15.3,-2.7,0
16350,17.8,12.6,1020.1,8.9,8.4,28.0,39.0,3.2,1
16351,29.2,21.1,1019.3,19.9,8.9,19.8,37.9,18.1,0
16352,21.9,17.5,1026.5,11.2,1.0,7.0,33.1,11.1,0
16353,22.8,18.9,1028.9,7.8,6.1,16.9,30.2,16.2,1
16354,26.2,23.1,1020.2,4.3,3.0,9.9,34.0,15.3,1
16355,31.3,24.2,1015.8,15.4,9.3,16.9,36.0,22.1,0
16356,25.7,17.7,1017.4,19.9,7.4,22.9,34.0,17.2,0
16357,27.7,16.2,1008.0,19.9,12.0,23.9,37.0,20.1,0
16358,22.4,15.2,1005.6,12.3,5.1,12.8,42.1,15.3,1
16359,2.8,-10.8,1019.4,13.1,22.7,29.9,31.1,-9.8,0
16360,4.7,-14.8,1023.0,19.7,11.5,18.8,23.2,-4.9,0
16361,11.6,-3.8,1024.8,19.9,13.2,17.9,20.1,5.2,0
16362,9.0,-1.5,1026.3,18.9,4.2,9.9,24.3,-1.8,0
16363,13.9,5.7,1026.6,19.5,1.9,8.9,25.2,1.2,0
16364,21.9,13.7,1022.0,15.2,2.3,9.9,39.0,13.1,0
16365,31.3,21.6,1017.3,19.3,5.2,9.9,48.0,19.2,0
16366,38.7,26.2,1011.7,19.7,12.9,29.9,43.0,29.1,0
16367,24.5,12.6,1023.0,19.9,7.0,17.9,32.0,19.2,0
16368,16.4,6.8,1030.1,19.9,7.1,11.8,27.1,11.1,0
16369,15.2,4.9,1035.8,18.2,3.7,11.8,28.2,5.2,0
16370,25.7,15.8,1024.4,14.9,6.6,11.8,48.0,14.2,0
16371,37.8,27.9,1017.4,11.4,2.6,9.9,55.9,26.2,0
16372,40.5,31.3,1017.6,8.5,1.8,7.0,61.0,25.2,0
16373,41.2,32.3,1017.2,12.0,1.3,5.8,57.0,28.2,0
16374,41.0,30.8,1017.0,17.4,11.4,21.0,48.9,30.2,0
16375,34.7,24.0,1013.7,18.0,4.8,10.9,48.9,24.3,0
16376,32.2,20.5,1016.9,16.0,13.0,26.8,45.0,26.2,0
16377,19.6,7.3,1029.1,19.3,5.7,11.8,28.2,13.1,0
16378,23.4,9.9,1025.5,19.5,3.7,9.9,34.0,15.3,1
16379,37.3,24.2,1013.5,18.0,9.3,25.8,57.9,25.2,0
16380,38.7,27.4,1013.9,17.8,7.7,19.8,55.9,27.1,1
16381,34.1,22.7,1023.1,19.5,13.8,22.9,43.0,26.2,0
16382,35.9,20.8,1021.8,19.9,6.6,14.0,48.0,28.2,0
16383,40.7,22.5,1012.8,19.5,6.8,15.9,69.1,25.2,0
16384,45.7,28.2,995.3,18.2,6.3,21.0,62.1,31.1,0
16385,51.8,46.3,980.5,11.5,14.9,25.8,57.9,39.0,0
16386,35.5,26.9,990.8,14.1,20.3,28.0,46.9,29.1,1
16387,39.0,28.1,1008.1,18.8,11.9,17.9,45.0,32.0,0
16388,35.1,23.7,1017.3,19.9,8.3,15.0,39.0,32.0,0
16389,32.3,19.2,1019.2,17.4,9.5,15.9,41.0,25.2,0
16390,32.9,21.4,1020.8,19.3,4.2,14.0,39.9,22.1,0
16391,27.0,13.0,1026.2,18.0,7.3,15.9,37.0,17.2,0
16392,35.3,22.3,1015.2,15.5,12.5,17.9,43.0,32.0,1
16393,39.4,34.9,998.7,8.1,13.3,19.8,43.0,35.1,1
16394,32.8,25.8,1004.9,9.2,13.7,19.8,34.0,31.1,0
16395,32.3,20.3,1019.7,17.0,11.4,22.0,45.0,23.2,0
16396,33.4,23.0,1024.8,13.1,3.1,8.9,46.9,23.2,0
16397,42.2,23.6,1021.1,19.9,2.6,8.9,66.0,27.1,0
16398,54.5,27.3,1013.2,19.9,3.5,9.9,77.0,39.0,0
16399,56.6,32.0,1009.4,19.7,5.3,9.9,71.1,45.0,0
16400,53.6,40.3,1002.7,16.4,11.1,19.8,63.0,46.0,0
16401,56.0,50.4,999.8,7.7,12.2,19.8,64.0,51.1,1
16402,47.2,44.0,994.5,13.1,5.8,9.9,52.0,45.0,1
16403,42.4,36.5,1001.7,14.5,9.5,15.9,52.0,37.9,1
16404,50.7,39.9,1003.6,15.5,7.9,14.0,69.1,42.1,0
16405,50.7,37.1,1010.9,12.3,11.5,17.9,64.0,45.0,1
16406,44.9,24.6,1024.8,19.9,4.0,11.8,59.0,31.1,0
16407,52.2,31.0,1004.0,17.2,15.8,24.9,63.0,46.9,0
16408,45.1,34.3,999.8,15.0,11.4,16.9,57.0,37.0,1
16409,38.1,30.9,1010.1,6.9,4.3,9.9,48.9,34.0,1
16410,33.0,29.9,1014.5,3.5,4.1,12.8,39.9,27.1,1
16411,35.8,28.4,1017.1,10.2,10.7,14.0,41.0,30.2,0
16412,38.8,23.4,1020.0,16.2,6.4,16.9,59.0,26.2,0
16413,44.3,30.2,1021.1,18.2,6.4,11.8,57.0,34.0,0
16414,51.0,31.6,1015.2,19.9,13.5,25.8,69.1,37.9,0
16415,53.6,38.3,1011.3,19.7,12.7,19.8,64.9,43.0,0
16416,58.0,51.2,1008.8,16.0,10.9,17.9,66.9,53.1,0
16417,56.8,51.6,1004.7,7.4,4.9,14.0,64.9,46.9,1
16418,56.0,53.4,988.2,8.7,9.0,19.8,64.9,54.0,1
16419,48.5,34.3,989.8,16.7,18.0,25.8,57.9,39.9,1
16420,43.3,28.6,1001.8,19.1,16.0,23.9,55.9,36.0,0
16421,38.0,24.5,1023.2,19.1,9.7,22.0,50.0,31.1,0
16422,47.8,36.8,1010.5,17.2,10.5,19.8,55.0,43.0,0
16423,47.6,42.9,998.0,9.1,12.3,24.9,51.1,42.1,1
16424,39.3,32.6,1016.0,13.0,4.6,11.8,46.9,35.1,0
16425,35.8,29.1,1006.5,8.4,8.5,19.8,39.9,33.1,1
16426,35.6,23.4,1009.9,14.0,17.9,22.0,46.9,30.2,1
16427,42.4,29.1,1020.0,19.5,6.0,15.0,63.0,31.1,0
16428,56.6,34.8,1021.1,19.9,3.5,8.0,72.0,42.1,0
16429,59.4,33.6,1024.7,19.9,7.8,17.9,73.0,45.0,0
16430,65.1,43.3,1018.6,19.9,10.0,17.9,84.0,48.9,0
16431,69.1,44.0,1013.5,19.9,13.1,28.0,82.0,54.0,0
16432,71.0,42.8,1016.0,19.9,14.6,19.8,78.1,63.0,0
16433,67.9,46.1,1018.7,18.0,11.3,17.9,75.9,59.0,0
16434,59.1,51.0,1018.8,13.7,5.4,14.0,73.0,51.1,1
16435,65.1,53.6,1014.7,14.9,7.1,14.0,78.1,57.9,0
16436,68.9,49.8,1013.8,15.1,6.4,14.0,79.0,60.1,0
16437,68.7,57.4,1016.6,14.2,4.9,11.8,79.0,62.1,1
16438,68.7,58.5,1014.6,15.3,4.0,11.8,78.1,61.0,1
16439,66.7,55.4,1013.7,17.4,3.2,9.9,75.9,59.0,0
16440,63.8,57.4,1011.4,6.2,3.6,8.0,68.0,60.1,1
16441,62.0,56.0,1010.7,6.0,5.5,17.9,68.0,57.9,1
16442,54.0,46.1,1015.7,10.2,10.7,14.0,64.0,48.9,1
16443,58.4,40.2,1023.3,19.9,7.6,11.8,66.0,51.1,0
16444,61.5,41.7,1024.3,19.1,3.6,9.9,75.9,46.0,0
16445,59.4,33.0,1024.2,19.9,10.7,19.8,73.9,46.9,0
16446,54.5,29.7,1021.1,19.9,6.8,11.8,66.0,41.0,0
16447,59.1,31.4,1015.5,19.9,5.7,15.9,79.0,42.1,0
16448,70.8,42.6,1008.4,19.9,9.9,15.0,84.9,57.0,0
16449,67.7,53.3,1009.6,17.4,8.6,17.9,82.9,55.9,1
16450,58.9,44.2,1020.5,18.2,6.7,9.9,71.1,46.0,0
16451,62.5,45.7,1018.7,15.2,5.8,9.9,70.0,57.9,0
16452,66.5,56.8,1015.5,6.1,3.1,8.0,78.1,60.1,0
16453,69.6,50.0,1016.8,15.9,6.0,10.9,81.0,57.9,0
16454,66.9,58.8,1014.0,8.6,6.8,11.8,75.9,63.0,1
16455,70.0,61.1,1003.9,11.6,8.2,17.9,78.1,64.9,1
16456,65.3,51.7,1002.8,17.6,4.5,19.8,77.0,55.9,1
16457,69.6,57.1,1006.7,18.4,5.9,12.8,75.0,64.0,0
16458,67.7,55.3,1015.9,17.8,6.1,11.8,77.0,59.0,0
16459,67.2,56.1,1017.6,13.0,6.2,12.0,77.0,61.0,1
16460,65.5,55.8,1018.1,14.8,4.2,11.8,73.0,59.0,0
16461,60.3,44.2,1018.1,19.9,7.0,11.8,71.1,51.1,0
16462,62.5,43.9,1017.6,19.9,6.1,11.8,75.0,52.0,0
16463,68.2,46.7,1020.7,18.4,5.1,9.9,80.1,55.9,0
16464,69.7,47.1,1018.3,19.9,5.6,9.9,82.0,55.9,0
16465,73.3,56.1,1012.1,14.8,7.3,14.0,86.0,63.0,0
16466,77.0,57.0,1007.0,14.7,11.8,16.9,87.1,68.0,1
16467,76.0,59.4,1010.1,16.4,8.4,19.8,84.9,66.9,0
16468,71.5,59.1,1010.9,17.4,10.4,19.8,82.0,63.0,0
16469,76.9,62.6,1012.5,17.0,10.1,14.0,84.9,68.0,0
16470,72.0,57.8,1013.5,12.3,10.2,25.8,82.9,64.9,0
16471,66.2,57.6,1014.3,12.5,3.0,9.9,75.9,61.0,1
16472,70.0,59.7,1006.8,14.0,12.7,23.9,75.0,61.0,1
16473,64.9,53.0,1003.7,17.7,11.2,16.9,75.9,57.9,1
16474,70.1,56.4,1014.7,19.9,6.1,9.9,82.0,60.1,0
16475,75.2,62.0,1016.4,13.6,7.6,11.8,86.0,64.9,0
16476,76.5,61.7,1016.4,10.5,8.4,15.9,86.0,66.9,0
16477,76.5,61.3,1013.1,9.3,8.0,15.0,88.0,68.0,1
16478,69.0,60.9,1009.3,7.2,5.1,12.8,75.0,66.0,1
16479,72.2,61.6,1006.0,13.6,1.6,8.0,82.9,64.0,1
16480,74.4,60.2,1008.5,15.9,2.9,8.0,84.0,68.0,0
16481,72.4,62.1,1012.8,14.2,2.5,9.9,82.0,68.0,0
16482,70.1,54.1,1017.3,18.0,10.1,15.9,79.0,61.0,1
16483,72.4,47.4,1015.3,19.9,5.9,12.8,84.0,61.0,0
16484,71.9,47.2,1014.3,19.9,3.0,10.9,82.0,57.0,0
16485,73.8,53.0,1014.5,18.4,8.6,15.9,84.9,64.0,0
16486,83.4,63.2,1013.7,16.8,7.3,14.0,99.0,71.1,0
16487,85.6,65.3,1012.5,19.9,4.5,9.9,98.1,72.0,0
16488,78.7,51.4,1016.9,19.9,8.2,11.8,95.0,66.9,0
16489,71.8,44.5,1018.4,19.9,3.1,9.9,84.0,57.0,0
16490,79.1,52.5,1007.0,19.9,5.1,9.9,95.0,66.0,0
16491,72.1,48.4,1010.6,18.2,11.9,15.9,87.1,60.1,0
16492,79.7,53.9,1008.8,17.4,11.9,17.9,102.0,64.0,0
16493,84.2,61.4,1009.3,15.3,6.8,14.0,99.0,75.0,1
16494,72.8,63.1,1013.8,6.6,5.6,11.8,77.0,70.0,1
16495,67.0,58.1,1016.0,4.7,6.3,9.9,73.0,62.1,1
16496,72.4,61.4,1019.3,4.3,4.7,11.8,82.0,66.0,0
16497,77.2,63.2,1017.0,5.2,9.1,15.9,89.1,66.9,0
16498,79.6,63.4,1012.4,14.3,9.2,15.0,89.1,71.1,1
16499,75.4,63.2,1011.6,17.8,4.4,9.9,87.1,70.0,1
16500,76.4,55.9,1013.4,19.3,3.2,5.8,82.9,68.0,1
16501,75.3,53.6,1013.5,19.5,1.7,4.9,84.9,64.9,0
16502,74.1,52.7,1014.1,19.9,3.4,9.9,84.0,64.0,0
16503,68.7,54.6,1014.3,14.7,5.2,17.9,82.0,63.0,1
16504,71.1,61.4,1013.0,10.5,4.8,10.9,81.0,66.0,1
16505,76.7,66.9,1013.2,10.5,6.0,11.8,86.0,70.0,0
16506,79.7,68.7,1013.3,13.5,2.5,8.0,89.1,71.1,0
16507,79.6,61.4,1012.8,18.6,2.8,5.8,89.1,69.1,0
16508,81.3,59.1,1009.9,17.4,1.5,5.8,93.9,69.1,0
16509,83.2,62.6,1007.1,18.6,4.1,10.9,96.1,70.0,0
16510,76.9,60.8,1008.2,15.8,7.9,14.0,91.9,66.9,1
16511,70.2,53.2,1013.0,18.6,5.5,15.9,84.0,53.1,0
16512,72.3,53.5,1005.5,16.2,11.0,17.9,82.0,64.9,0
16513,70.1,47.2,1014.7,19.9,3.2,9.9,84.9,57.9,0
16514,73.2,57.6,1014.5,19.9,7.8,19.8,84.0,63.0,0
16515,83.6,67.7,1007.4,16.8,12.7,17.9,97.0,73.0,0
16516,85.7,63.4,1010.8,18.2,10.1,17.9,97.0,71.1,0
16517,85.4,61.9,1011.8,18.0,10.7,15.9,99.0,70.0,0
16518,86.9,64.4,1009.7,19.3,9.7,15.9,98.1,75.0,0
16519,79.4,65.7,1010.5,19.3,4.2,8.9,96.1,68.0,0
16520,82.8,60.1,1015.1,17.6,6.2,14.0,91.9,72.0,0
16521,77.3,53.8,1020.3,19.9,5.9,11.8,88.0,66.9,0
16522,77.5,59.2,1015.4,18.6,7.4,15.9,91.9,68.0,0
16523,78.4,65.4,1009.7,12.8,9.6,17.9,89.1,66.9,1
16524,79.9,68.2,1011.8,14.6,3.1,8.0,89.1,71.6,0
16525,84.6,68.3,1013.8,16.6,8.0,17.9,99.0,73.9,0
16526,87.3,63.8,1013.5,19.9,10.8,15.9,100.9,71.1,0
16527,80.0,68.5,1017.4,18.4,5.2,14.0,95.0,73.0,1
